Time(ms),Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,CO2
4180,-0.980,-0.098,-0.240,1.046,1.740,1.046,0
4190,-0.974,-0.097,-0.241,2.206,2.076,1.137,0
4200,-0.973,-0.102,-0.245,3.229,1.779,1.122,359
4210,-0.964,-0.111,-0.237,3.519,1.603,0.779,0
4220,-0.966,-0.120,-0.231,3.702,1.191,0.557,0
4230,-0.972,-0.118,-0.241,4.321,0.382,0.679,0
4240,-0.967,-0.115,-0.254,4.595,0.130,0.481,0
4250,-0.975,-0.117,-0.255,4.641,0.038,0.115,354
4260,-0.977,-0.111,-0.237,4.084,0.496,-0.282,0
4270,-0.967,-0.113,-0.235,3.901,0.557,-0.168,0
4280,-0.969,-0.108,-0.231,3.779,1.069,-0.260,0
4290,-0.968,-0.117,-0.230,3.298,0.992,-0.206,0
4300,-0.968,-0.116,-0.231,3.137,-0.122,-0.053,357
4310,-0.961,-0.116,-0.232,2.885,-0.298,-0.382,0
4320,-0.958,-0.109,-0.231,3.084,-0.053,-0.634,0
4330,-0.959,-0.111,-0.233,3.664,0.107,-0.954,0
4340,-0.978,-0.095,-0.256,3.427,-0.397,-1.122,0
4350,-0.989,-0.097,-0.253,2.885,-0.168,-0.725,359
4360,-0.996,-0.102,-0.235,1.893,-0.649,-0.282,0
4370,-0.993,-0.095,-0.231,1.351,-1.069,0.252,0
4380,-0.989,-0.105,-0.236,1.084,-1.595,0.603,0
4390,-0.978,-0.105,-0.238,1.244,-2.130,1.153,0
4400,-0.975,-0.113,-0.243,1.031,-2.229,1.237,381
4410,-0.970,-0.106,-0.248,0.847,-1.595,1.229,0
4420,-0.967,-0.118,-0.244,0.229,-1.779,1.023,0
4430,-0.968,-0.106,-0.248,0.084,-1.504,0.611,0
4440,-0.978,-0.111,-0.250,-0.328,-0.855,0.870,0
4450,-0.977,-0.110,-0.236,-0.473,-0.351,0.794,430
4460,-0.981,-0.104,-0.237,-0.672,0.137,1.168,0
4470,-0.980,-0.099,-0.236,-0.870,0.252,1.153,0
4480,-0.979,-0.096,-0.237,-0.992,-0.336,1.336,0
4490,-0.975,-0.099,-0.238,-0.748,-1.023,1.824,0
4500,-0.982,-0.105,-0.235,-0.611,-1.290,1.695,464
4510,-0.969,-0.115,-0.240,-0.489,-2.008,2.038,0
4520,-0.963,-0.105,-0.248,0.008,-2.229,1.947,0
4530,-0.964,-0.099,-0.239,0.527,-1.924,1.641,0
4540,-0.967,-0.094,-0.236,1.038,-1.351,1.496,0
4550,-0.968,-0.079,-0.233,2.069,-0.977,1.000,466
4560,-0.974,-0.080,-0.240,2.008,-0.832,1.679,0
4570,-0.973,-0.086,-0.240,1.664,-0.603,2.336,0
4580,-0.977,-0.102,-0.247,0.412,-1.061,2.656,0
4590,-0.969,-0.113,-0.245,-0.328,-1.756,2.840,0
4600,-0.974,-0.123,-0.244,-1.038,-2.214,2.863,471
4610,-0.981,-0.126,-0.244,-0.656,-2.893,2.427,0
4620,-0.977,-0.127,-0.240,-1.130,-2.847,2.321,0
4630,-0.975,-0.119,-0.226,-0.847,-2.496,1.626,0
4640,-0.979,-0.107,-0.229,-0.168,-3.244,1.718,0
4650,-0.988,-0.091,-0.241,1.771,-3.214,1.153,570
4660,-0.993,-0.086,-0.257,2.893,-2.962,0.870,0
4670,-0.990,-0.078,-0.256,2.664,-2.244,1.008,0
4680,-0.992,-0.084,-0.255,1.725,-1.435,1.046,0
4690,-0.982,-0.098,-0.245,-0.336,-0.527,1.229,0
4700,-0.972,-0.112,-0.244,-1.901,-0.221,1.672,726
4710,-0.969,-0.121,-0.248,-3.260,-0.382,1.534,0
4720,-0.967,-0.121,-0.250,-3.489,-0.641,1.763,0
4730,-0.966,-0.116,-0.244,-4.275,-1.489,1.244,0
4740,-0.966,-0.113,-0.239,-3.618,-2.427,0.878,0
4750,-0.970,-0.107,-0.232,-2.695,-3.084,0.611,800
4760,-0.979,-0.093,-0.242,-2.588,-3.710,0.489,0
4770,-0.987,-0.090,-0.249,-2.550,-3.069,0.137,0
4780,-0.982,-0.086,-0.254,-3.649,-2.656,0.267,0
4790,-0.989,-0.082,-0.253,-3.573,-2.214,0.214,0
4800,-0.980,-0.079,-0.245,-4.672,-1.611,0.779,816
4810,-0.976,-0.089,-0.245,-4.344,-1.344,1.305,0
4820,-0.976,-0.095,-0.249,-4.527,-1.115,1.130,0
4830,-0.969,-0.103,-0.228,-4.023,-0.550,1.183,0
4840,-0.973,-0.102,-0.229,-3.321,-0.840,0.718,0
4850,-0.968,-0.105,-0.232,-2.863,-0.450,0.321,819
4860,-0.972,-0.096,-0.238,-1.786,-0.275,0.237,0
4870,-0.969,-0.096,-0.241,-1.809,-0.344,0.450,0
4880,-0.979,-0.090,-0.239,-1.397,-0.458,0.336,0
4890,-0.980,-0.084,-0.243,-1.542,-0.359,0.092,0
4900,-0.981,-0.094,-0.233,-1.137,-0.527,0.069,752
4910,-0.978,-0.096,-0.231,-1.344,-0.534,-0.260,0
4920,-0.984,-0.091,-0.228,-1.366,-0.473,-0.382,0
4930,-0.980,-0.085,-0.229,-0.626,-0.191,-0.038,0
4940,-0.980,-0.081,-0.221,-0.267,-0.053,-0.076,0
4950,-0.977,-0.073,-0.228,0.527,-0.244,-0.275,659
4960,-0.976,-0.079,-0.232,1.519,-0.359,0.107,0
4970,-0.981,-0.083,-0.234,2.061,-0.397,0.053,0
4980,-0.982,-0.071,-0.235,1.809,-0.863,0.267,0
4990,-0.984,-0.075,-0.235,2.092,-0.450,0.427,0
5000,-0.980,-0.080,-0.230,2.298,-0.458,0.618,586
5010,-0.974,-0.087,-0.235,2.511,-0.260,1.061,0
5020,-0.973,-0.088,-0.236,2.725,0.122,1.061,0
5030,-0.978,-0.088,-0.238,3.214,0.786,1.084,0
5040,-0.977,-0.080,-0.240,4.435,0.763,0.969,0
5050,-0.976,-0.082,-0.241,5.756,1.069,0.313,533
5060,-0.987,-0.079,-0.238,7.313,0.954,0.221,0
5070,-0.988,-0.081,-0.238,7.443,0.718,-0.115,0
5080,-0.999,-0.079,-0.236,7.412,0.771,0.130,0
5090,-1.001,-0.092,-0.229,6.702,0.863,0.565,0
5100,-0.992,-0.096,-0.231,6.267,1.115,1.153,505
5110,-0.986,-0.104,-0.225,6.076,1.473,1.290,0
5120,-0.984,-0.101,-0.220,6.573,1.634,1.718,0
5130,-0.983,-0.106,-0.216,6.939,1.626,1.771,0
5140,-0.983,-0.100,-0.217,7.420,1.206,1.725,0
5150,-0.976,-0.105,-0.212,7.351,0.107,1.779,459
5160,-0.969,-0.102,-0.211,8.321,-0.855,1.916,0
5170,-0.969,-0.103,-0.210,8.130,-1.198,1.611,0
5180,-0.969,-0.098,-0.206,8.099,-1.366,1.771,0
5190,-0.969,-0.104,-0.215,7.794,-1.496,1.733,0
5200,-0.978,-0.106,-0.220,6.015,-1.611,2.053,406
5210,-0.983,-0.110,-0.225,5.023,-1.267,2.695,0
5220,-0.987,-0.111,-0.223,5.038,-1.092,2.718,0
5230,-0.990,-0.110,-0.220,5.084,-0.618,2.565,0
5240,-0.994,-0.094,-0.218,5.504,-0.771,2.412,0
5250,-0.985,-0.089,-0.225,5.740,-0.382,1.916,372
5260,-0.981,-0.091,-0.211,4.298,-0.962,1.992,0
5270,-0.981,-0.109,-0.216,3.756,-1.252,2.321,0
5280,-0.971,-0.118,-0.233,2.931,-1.672,2.489,0
5290,-0.970,-0.138,-0.233,2.405,-2.656,2.328,0
5300,-0.973,-0.139,-0.237,1.427,-3.229,1.496,346
5310,-0.963,-0.154,-0.239,-2.588,-3.656,0.885,0
5320,-0.958,-0.165,-0.227,-4.084,-4.122,0.740,0
5330,-0.952,-0.171,-0.228,-5.901,-4.481,0.237,0
5340,-0.955,-0.169,-0.234,-6.496,-4.695,-0.313,0
5350,-0.970,-0.140,-0.237,-6.130,-4.168,-1.618,312
5360,-0.988,-0.093,-0.226,-5.298,-3.695,-2.802,0
5370,-0.983,-0.071,-0.228,-4.756,-3.565,-2.817,0
5380,-0.984,-0.066,-0.225,-3.725,-2.969,-3.023,0
5390,-0.980,-0.062,-0.234,-3.420,-2.985,-2.092,0
5400,-0.981,-0.060,-0.239,-3.168,-3.023,-1.305,293
5410,-0.982,-0.079,-0.235,-3.794,-3.183,-0.473,0
5420,-0.975,-0.086,-0.228,-4.198,-3.084,-0.183,0
5430,-0.966,-0.103,-0.218,-5.084,-3.710,0.565,0
5440,-0.962,-0.119,-0.214,-6.015,-4.328,1.153,0
5450,-0.965,-0.128,-0.213,-6.382,-4.611,1.824,306
5460,-0.966,-0.123,-0.231,-6.802,-4.244,1.573,0
5470,-0.963,-0.122,-0.235,-6.947,-3.603,1.336,0
5480,-0.972,-0.119,-0.242,-7.473,-3.489,1.206,0
5490,-0.973,-0.122,-0.247,-7.840,-3.282,1.038,0
5500,-0.989,-0.107,-0.252,-8.427,-3.611,1.206,296
5510,-0.999,-0.093,-0.231,-8.794,-3.511,0.885,0
5520,-0.996,-0.081,-0.221,-8.481,-2.779,0.878,0
5530,-0.986,-0.076,-0.214,-7.221,-2.603,0.840,0
5540,-0.990,-0.080,-0.222,-6.733,-1.885,1.031,0
5550,-0.980,-0.083,-0.216,-5.992,-1.344,0.573,277
5560,-0.972,-0.082,-0.229,-5.130,-1.664,1.076,0
5570,-0.969,-0.072,-0.230,-4.649,-2.031,1.450,0
5580,-0.970,-0.076,-0.226,-3.847,-1.916,1.344,0
5590,-0.971,-0.074,-0.236,-3.588,-2.282,1.656,0
5600,-0.975,-0.074,-0.234,-3.924,-2.664,1.916,266
5610,-0.983,-0.075,-0.222,-4.160,-2.550,2.389,0
5620,-0.985,-0.069,-0.222,-4.229,-2.420,2.664,0
5630,-0.986,-0.069,-0.220,-4.084,-2.267,3.053,0
5640,-0.986,-0.060,-0.207,-3.244,-1.588,3.763,0
5650,-0.989,-0.069,-0.203,-2.191,-0.565,4.061,273
5660,-0.988,-0.065,-0.194,-0.885,-0.618,3.878,0
5670,-0.984,-0.073,-0.201,-0.473,-0.687,4.565,0
5680,-0.981,-0.067,-0.208,-0.244,-1.702,4.771,0
5690,-0.986,-0.074,-0.214,-0.145,-2.389,5.046,0
5700,-0.987,-0.078,-0.222,0.160,-3.328,5.290,272
5710,-0.981,-0.083,-0.219,-0.565,-3.649,5.473,0
5720,-0.980,-0.084,-0.220,-0.687,-3.198,5.244,0
5730,-0.988,-0.083,-0.217,-0.954,-3.282,5.206,0
5740,-0.979,-0.074,-0.215,-0.427,-2.977,5.076,0
5750,-0.987,-0.068,-0.217,0.183,-2.656,4.954,265
5760,-0.991,-0.063,-0.210,1.046,-2.244,4.893,0
5770,-0.986,-0.069,-0.217,1.427,-2.084,3.977,0
5780,-0.989,-0.076,-0.214,1.298,-1.359,3.908,0
5790,-0.981,-0.081,-0.212,1.298,-1.000,2.901,0
5800,-0.991,-0.079,-0.211,1.679,-1.099,2.382,269
5810,-0.995,-0.089,-0.209,1.252,-1.107,1.962,0
5820,-0.984,-0.091,-0.207,1.458,-1.107,1.550,0
5830,-0.987,-0.097,-0.212,2.122,-0.702,1.427,0
5840,-0.987,-0.087,-0.211,2.153,-0.290,0.817,0
5850,-0.991,-0.075,-0.209,1.947,0.214,0.542,281
5860,-0.986,-0.063,-0.205,0.481,0.473,0.702,0
5870,-0.977,-0.068,-0.207,0.053,0.771,1.191,0
5880,-0.975,-0.075,-0.222,-0.351,0.466,1.542,0
5890,-0.982,-0.075,-0.203,-0.908,1.458,1.260,0
5900,-0.983,-0.076,-0.215,-1.221,1.840,1.229,282
5910,-0.979,-0.083,-0.191,-1.634,2.634,0.718,0
5920,-0.981,-0.083,-0.182,-2.122,2.489,0.595,0
5930,-0.970,-0.091,-0.184,-2.031,1.550,0.664,0
5940,-0.974,-0.095,-0.181,-1.542,0.725,0.191,0
5950,-0.978,-0.087,-0.206,-0.824,-1.061,-0.290,264
5960,-0.998,-0.067,-0.229,-1.344,-2.847,-0.656,0
5970,-1.008,-0.058,-0.236,-0.985,-2.809,-0.748,0
5980,-1.009,-0.045,-0.230,-1.420,-1.992,-0.733,0
5990,-1.008,-0.044,-0.228,-0.977,-1.519,-0.618,0
6000,-1.002,-0.050,-0.210,-1.069,-0.855,-0.130,256
6010,-0.985,-0.062,-0.193,-1.313,-0.947,1.046,0
6020,-0.981,-0.071,-0.202,-1.748,-1.298,1.427,0
6030,-0.962,-0.079,-0.200,-2.061,-1.916,1.603,0
6040,-0.954,-0.064,-0.212,-2.160,-2.511,0.779,0
6050,-0.963,-0.045,-0.231,-1.176,-3.427,1.221,269
6060,-0.988,-0.033,-0.235,0.840,-3.366,1.244,0
6070,-0.989,-0.027,-0.229,1.244,-3.534,1.603,0
6080,-0.986,-0.043,-0.227,2.260,-2.061,1.069,0
6090,-0.990,-0.044,-0.217,3.534,-0.405,0.802,0
6100,-0.992,-0.055,-0.208,4.397,1.153,0.534,276
6110,-0.984,-0.067,-0.206,4.656,2.038,-0.214,0
6120,-0.991,-0.076,-0.205,4.382,1.718,-0.137,0
6130,-0.986,-0.095,-0.206,3.443,1.046,-0.489,0
6140,-0.987,-0.108,-0.221,2.832,0.305,-0.275,0
6150,-0.995,-0.108,-0.222,2.931,-0.221,0.137,278
6160,-0.995,-0.085,-0.220,4.260,0.084,0.015,0
6170,-0.999,-0.073,-0.221,4.893,0.687,-0.214,0
6180,-0.999,-0.061,-0.205,5.863,1.641,-0.710,0
6190,-0.991,-0.052,-0.203,7.069,2.351,-1.229,0
6200,-0.987,-0.061,-0.200,6.901,2.382,-1.450,296
6210,-0.994,-0.074,-0.205,6.573,2.221,-1.954,0
6220,-0.991,-0.080,-0.200,6.046,2.542,-1.863,0
6230,-0.986,-0.094,-0.202,5.069,3.015,-1.489,0
6240,-0.981,-0.099,-0.202,3.405,3.267,-0.916,0
6250,-0.980,-0.104,-0.212,2.481,3.053,-0.092,284
6260,-0.968,-0.088,-0.214,1.168,2.786,0.527,0
6270,-0.970,-0.084,-0.213,0.908,3.023,0.863,0
6280,-0.971,-0.075,-0.207,0.603,3.252,0.611,0
6290,-0.969,-0.070,-0.201,0.183,3.962,0.351,0
6300,-0.962,-0.061,-0.216,0.069,3.901,-0.137,271
6310,-0.983,-0.072,-0.227,-0.511,1.985,-0.450,0
6320,-0.990,-0.082,-0.229,-0.176,1.878,-0.756,0
6330,-0.995,-0.088,-0.219,0.160,0.885,-1.443,0
6340,-0.995,-0.082,-0.212,1.084,0.534,-1.832,0
6350,-0.995,-0.076,-0.217,1.580,0.412,-1.611,274
6360,-0.995,-0.056,-0.223,2.779,0.802,-1.252,0
6370,-0.985,-0.071,-0.220,2.824,0.962,-0.954,0
6380,-0.980,-0.070,-0.225,3.061,1.153,-0.366,0
6390,-0.971,-0.086,-0.221,2.748,1.733,0.244,0
6400,-0.958,-0.093,-0.227,2.550,1.435,0.550,287
6410,-0.961,-0.108,-0.218,1.954,0.756,0.084,0
6420,-0.968,-0.114,-0.214,1.298,0.336,-0.557,0
6430,-0.972,-0.117,-0.222,0.084,-0.359,-1.099,0
6440,-0.982,-0.103,-0.214,-1.153,-0.580,-1.656,0
6450,-0.988,-0.097,-0.225,-1.351,-1.168,-1.603,301
6460,-1.004,-0.083,-0.239,-0.290,-0.908,-1.359,0
6470,-1.004,-0.084,-0.242,-0.115,-0.397,-1.092,0
6480,-1.002,-0.068,-0.231,1.969,1.733,-0.710,0
6490,-0.990,-0.052,-0.220,2.321,3.397,-0.534,0
6500,-0.980,-0.056,-0.208,3.382,4.366,-0.405,293
6510,-0.972,-0.044,-0.208,5.115,4.626,-0.557,0
6520,-0.971,-0.047,-0.218,5.473,4.389,-0.603,0
6530,-0.973,-0.054,-0.225,5.893,3.557,-0.519,0
6540,-0.975,-0.073,-0.225,6.137,2.542,-0.366,0
6550,-0.972,-0.086,-0.226,6.420,1.321,-0.099,298
6560,-0.982,-0.101,-0.231,7.313,0.763,-0.962,0
6570,-0.987,-0.095,-0.237,7.443,1.229,-1.344,0
6580,-0.989,-0.094,-0.240,7.427,1.336,-2.321,0
6590,-0.988,-0.081,-0.240,6.870,1.603,-2.550,0
6600,-0.990,-0.085,-0.235,6.214,2.229,-2.634,308
6610,-0.983,-0.092,-0.227,4.282,2.473,-2.534,0
6620,-0.985,-0.091,-0.229,4.122,2.260,-1.954,0
6630,-0.976,-0.090,-0.229,3.427,2.145,-1.504,0
6640,-0.978,-0.085,-0.228,3.427,1.573,-0.924,0
6650,-0.977,-0.090,-0.234,3.847,1.832,-0.344,301
6660,-0.976,-0.082,-0.222,4.176,1.802,0.053,0
6670,-0.970,-0.082,-0.218,4.481,1.519,0.122,0
6680,-0.973,-0.085,-0.216,5.290,1.534,-0.038,0
6690,-0.974,-0.079,-0.222,5.702,1.176,-0.191,0
6700,-0.979,-0.077,-0.227,5.473,0.496,-0.634,293
6710,-0.987,-0.089,-0.228,5.328,0.595,-0.573,0
6720,-0.983,-0.094,-0.229,5.511,0.237,-0.565,0
6730,-0.985,-0.093,-0.215,6.053,0.229,-0.672,0
6740,-0.985,-0.088,-0.224,6.885,0.427,-0.321,0
6750,-0.979,-0.084,-0.227,8.359,0.573,-0.466,309
6760,-0.981,-0.079,-0.222,9.290,0.504,-0.420,0
6770,-0.983,-0.071,-0.220,9.634,0.489,-0.282,0
6780,-0.978,-0.077,-0.227,9.718,0.191,-0.466,0
6790,-0.978,-0.085,-0.226,9.450,0.023,-0.260,0
6800,-0.983,-0.088,-0.236,9.412,-0.023,0.038,320
6810,-0.983,-0.104,-0.237,8.244,0.351,-0.015,0
6820,-0.988,-0.110,-0.239,7.313,0.664,0.344,0
6830,-0.981,-0.112,-0.234,7.252,1.153,0.664,0
6840,-0.978,-0.117,-0.236,7.321,1.489,0.634,0
6850,-0.979,-0.109,-0.230,6.817,1.641,0.443,309
6860,-0.980,-0.096,-0.231,6.565,1.641,0.198,0
6870,-0.974,-0.105,-0.228,6.359,1.008,-0.061,0
6880,-0.975,-0.105,-0.235,5.656,0.954,-0.511,0
6890,-0.982,-0.093,-0.228,5.008,0.725,-0.687,0
6900,-0.989,-0.096,-0.222,4.695,1.046,-0.405,308
6910,-0.992,-0.093,-0.216,4.115,0.489,-0.366,0
6920,-0.988,-0.104,-0.219,3.901,-0.092,-0.206,0
6930,-0.984,-0.103,-0.225,4.038,-0.649,0.305,0
6940,-0.981,-0.107,-0.227,3.634,-1.595,0.557,0
6950,-0.971,-0.118,-0.237,3.252,-2.031,0.809,314
6960,-0.967,-0.132,-0.236,2.405,-2.008,0.893,0
6970,-0.975,-0.128,-0.240,1.802,-1.420,0.863,0
6980,-0.965,-0.134,-0.239,1.031,-0.176,0.046,0
6990,-0.963,-0.132,-0.235,-0.252,0.443,-0.206,0
7000,-0.973,-0.141,-0.231,-1.351,1.519,-0.565,320
7010,-0.970,-0.127,-0.222,-2.832,1.573,-1.412,0
7020,-0.967,-0.125,-0.221,-3.137,1.084,-1.756,0
7030,-0.967,-0.113,-0.215,-3.885,0.916,-2.351,0
7040,-0.971,-0.111,-0.224,-4.122,-0.122,-2.282,0
7050,-0.961,-0.109,-0.237,-3.115,-1.405,-2.191,312
7060,-0.975,-0.106,-0.256,-2.137,-1.977,-1.786,0
7070,-0.976,-0.108,-0.248,-2.031,-2.160,-2.107,0
7080,-0.985,-0.094,-0.234,-2.038,-2.191,-2.191,0
7090,-0.986,-0.100,-0.228,-2.305,-2.344,-2.573,0
7100,-0.977,-0.089,-0.230,-2.244,-2.519,-2.863,321
7110,-0.982,-0.083,-0.233,-1.794,-2.710,-2.344,0
7120,-0.983,-0.085,-0.234,-1.038,-2.374,-2.244,0
7130,-0.981,-0.075,-0.233,-1.107,-3.038,-1.031,0
7140,-0.983,-0.078,-0.236,-0.672,-3.641,-0.840,0
7150,-0.995,-0.090,-0.236,0.160,-3.817,-0.450,351
7160,-0.997,-0.084,-0.234,1.405,-4.206,0.160,0
7170,-0.996,-0.086,-0.239,1.786,-4.000,0.359,0
7180,-0.996,-0.085,-0.242,1.588,-3.038,1.229,0
7190,-0.991,-0.088,-0.251,1.573,-2.748,1.443,0
7200,-0.988,-0.100,-0.248,1.191,-1.473,1.519,394
7210,-0.981,-0.111,-0.247,0.626,-0.382,1.916,0
7220,-0.981,-0.097,-0.252,0.588,0.290,1.916,0
7230,-0.978,-0.102,-0.234,0.282,1.412,2.038,0
7240,-0.976,-0.108,-0.229,0.000,1.969,1.733,0
7250,-0.973,-0.099,-0.218,0.092,2.412,1.748,466
7260,-0.978,-0.105,-0.223,0.405,2.802,1.519,0
7270,-0.971,-0.107,-0.223,0.412,2.817,1.641,0
7280,-0.978,-0.097,-0.227,0.924,2.420,1.580,0
7290,-0.983,-0.102,-0.228,0.947,1.908,1.435,0
7300,-0.991,-0.103,-0.223,1.305,1.534,1.679,516
7310,-0.983,-0.107,-0.230,1.656,1.405,1.947,0
7320,-0.982,-0.104,-0.228,1.626,1.802,1.450,0
7330,-0.982,-0.104,-0.233,1.611,1.641,1.344,0
7340,-0.984,-0.101,-0.231,1.733,1.550,1.374,0
7350,-0.977,-0.103,-0.232,1.908,1.504,1.351,531
7360,-0.976,-0.095,-0.226,1.947,1.611,1.405,0
7370,-0.976,-0.107,-0.224,1.977,1.893,0.992,0
7380,-0.983,-0.104,-0.225,1.321,1.542,0.870,0
7390,-0.973,-0.104,-0.225,1.031,1.435,1.084,0
7400,-0.978,-0.106,-0.223,0.656,0.863,1.176,482
7410,-0.979,-0.111,-0.225,0.481,1.290,0.420,0
7420,-0.985,-0.105,-0.225,0.466,1.137,0.588,0
7430,-0.981,-0.106,-0.226,-0.137,0.573,0.519,0
7440,-0.987,-0.106,-0.234,-0.412,0.321,0.298,0
7450,-0.985,-0.109,-0.231,-0.634,0.527,0.527,426
7460,-0.990,-0.102,-0.234,-0.916,0.466,0.519,0
7470,-0.981,-0.104,-0.235,-0.565,0.779,0.450,0
7480,-0.978,-0.097,-0.240,-0.153,0.473,0.405,0
7490,-0.974,-0.092,-0.239,-0.458,0.130,0.527,0
7500,-0.974,-0.092,-0.239,0.015,0.557,0.771,402
7510,-0.982,-0.087,-0.232,-0.405,0.809,0.847,0
7520,-0.974,-0.091,-0.233,-0.221,0.931,0.740,0
7530,-0.983,-0.096,-0.235,-0.206,0.573,1.084,0
7540,-0.981,-0.093,-0.232,0.000,0.412,0.924,0
7550,-0.981,-0.092,-0.235,0.023,0.435,0.931,366
7560,-0.977,-0.097,-0.230,0.061,0.763,1.290,0
7570,-0.977,-0.094,-0.238,-0.534,0.519,1.290,0
7580,-0.969,-0.107,-0.235,-0.267,0.656,1.206,0
7590,-0.973,-0.102,-0.233,-0.168,0.595,1.008,0
7600,-0.975,-0.097,-0.231,-0.412,-0.046,0.893,324
7610,-0.977,-0.099,-0.221,-0.763,0.000,1.244,0
7620,-0.977,-0.100,-0.217,-0.832,-0.168,1.229,0
7630,-0.973,-0.102,-0.229,-0.832,-0.634,1.397,0
7640,-0.970,-0.110,-0.240,0.427,-0.374,1.214,0
7650,-0.969,-0.105,-0.237,1.046,-0.092,1.191,306
7660,-0.977,-0.100,-0.228,0.794,0.405,0.916,0
7670,-0.975,-0.099,-0.229,0.145,0.626,0.672,0
7680,-0.970,-0.101,-0.219,0.038,0.137,0.779,0
7690,-0.977,-0.104,-0.230,0.092,-0.053,0.641,0
7700,-0.987,-0.101,-0.249,-0.351,0.305,0.595,291
7710,-0.989,-0.091,-0.251,-0.893,1.237,0.168,0
7720,-0.988,-0.096,-0.238,-0.366,1.214,0.412,0
7730,-0.979,-0.091,-0.223,0.412,1.710,0.389,0
7740,-0.978,-0.091,-0.226,0.947,1.244,0.687,0
7750,-0.970,-0.094,-0.230,0.809,0.466,0.389,252
7760,-0.971,-0.090,-0.228,0.626,-0.832,0.702,0
7770,-0.972,-0.092,-0.224,0.725,-0.962,0.763,0
7780,-0.971,-0.096,-0.232,0.710,-1.069,0.664,0
7790,-0.975,-0.087,-0.234,-0.031,-0.901,0.733,0
7800,-0.978,-0.088,-0.232,0.076,-1.023,0.718,233
7810,-0.975,-0.092,-0.238,0.176,-1.145,0.924,0
7820,-0.985,-0.098,-0.238,0.427,-1.244,0.878,0
7830,-0.986,-0.098,-0.238,0.427,-0.840,0.893,0
7840,-0.986,-0.097,-0.236,0.450,-0.832,0.985,0
7850,-0.983,-0.093,-0.234,0.580,-0.389,0.962,222
7860,-0.979,-0.100,-0.234,0.656,0.023,1.000,0
7870,-0.976,-0.095,-0.230,0.466,-0.053,0.863,0
7880,-0.974,-0.097,-0.232,1.046,-0.290,0.863,0
7890,-0.974,-0.097,-0.236,0.924,-0.313,0.878,0
7900,-0.979,-0.095,-0.243,0.611,0.069,0.885,199
7910,-0.974,-0.093,-0.240,0.718,0.382,1.191,0
7920,-0.976,-0.091,-0.238,1.046,0.176,1.069,0
7930,-0.976,-0.093,-0.238,0.931,-0.145,1.450,0
7940,-0.981,-0.087,-0.239,0.908,0.084,1.191,0
7950,-0.980,-0.090,-0.235,0.908,0.084,1.298,187
7960,-0.974,-0.100,-0.235,0.863,-0.115,1.321,0
7970,-0.975,-0.092,-0.229,0.954,-0.061,1.305,0
7980,-0.968,-0.098,-0.234,0.992,-0.221,1.069,0
7990,-0.968,-0.095,-0.230,1.313,-0.328,1.191,0
8000,-0.962,-0.096,-0.230,1.153,-0.435,0.870,183
8010,-0.959,-0.098,-0.228,1.198,-0.603,0.840,0
8020,-0.958,-0.096,-0.226,1.267,-0.763,0.771,0
8030,-0.957,-0.099,-0.227,1.420,-1.344,0.771,0
8040,-0.959,-0.099,-0.229,1.550,-1.374,0.481,0
8050,-0.963,-0.096,-0.224,1.679,-1.687,0.718,180
8060,-0.976,-0.092,-0.224,2.252,-2.252,0.756,0
8070,-0.972,-0.091,-0.221,1.969,-2.321,0.947,0
8080,-0.975,-0.094,-0.227,2.702,-3.092,0.809,0
8090,-0.983,-0.087,-0.231,2.710,-3.420,0.603,0
8100,-0.985,-0.089,-0.231,3.053,-4.336,0.573,160
8110,-0.992,-0.099,-0.239,2.809,-4.321,0.420,0
8120,-0.986,-0.093,-0.239,2.290,-4.061,0.015,0
8130,-0.986,-0.093,-0.242,2.092,-3.824,0.198,0
8140,-0.981,-0.089,-0.243,2.260,-3.840,-0.198,0
8150,-0.979,-0.090,-0.236,2.305,-4.160,0.176,164
8160,-0.980,-0.090,-0.234,1.931,-3.977,0.160,0
8170,-0.978,-0.090,-0.235,1.595,-3.962,0.053,0
8180,-0.978,-0.087,-0.223,0.718,-3.985,0.427,0
8190,-0.984,-0.085,-0.228,0.542,-3.565,0.611,0
8200,-0.979,-0.089,-0.236,1.809,-3.130,0.763,163
8210,-0.982,-0.104,-0.239,2.221,-3.061,0.992,0
8220,-0.978,-0.102,-0.234,2.061,-2.550,0.618,0
8230,-0.983,-0.101,-0.220,1.298,-1.519,0.427,0
8240,-0.974,-0.093,-0.214,0.466,-1.519,0.130,0
8250,-0.969,-0.093,-0.211,0.550,-2.015,0.336,162
8260,-0.976,-0.093,-0.232,0.214,-2.481,0.275,0
8270,-0.985,-0.089,-0.239,0.176,-2.351,0.573,0
8280,-0.995,-0.095,-0.243,-0.069,-1.947,0.580,0
8290,-0.993,-0.098,-0.227,0.130,-1.794,0.557,0
8300,-0.991,-0.094,-0.221,0.573,-1.687,0.634,169
8310,-0.990,-0.094,-0.225,0.832,-1.687,0.748,0
8320,-0.986,-0.086,-0.216,1.046,-1.450,1.023,0
8330,-0.980,-0.088,-0.219,0.740,-1.374,0.847,0
8340,-0.981,-0.092,-0.219,1.168,-1.145,0.893,0
8350,-0.979,-0.088,-0.222,0.931,-0.374,0.962,165
8360,-0.970,-0.090,-0.228,0.794,-0.214,1.099,0
8370,-0.977,-0.096,-0.227,1.023,-0.237,1.313,0
