Time(ms),Acc_x(g),Acc_y(g),Acc_z(g),Gyro_x,Gyro_y,Gyro_z,CO2(ppm)
231864,0,0,0,0,0,0,161
231872,-0.155,0.971,0.065,-0.351,-0.229,-0.641,0
231882,-0.16,0.968,0.061,-0.916,0,-0.893,0
231892,-0.162,0.965,0.069,-0.29,0.076,-0.672,0
231915,-0.154,0.965,0.063,1.115,-0.107,-0.374,0
231914,0,0,0,0,0,0,163
231922,-0.151,0.964,0.061,1.382,-0.443,0.145,0
231932,-0.148,0.966,0.059,1.198,-0.527,-0.015,0
231942,-0.155,0.967,0.067,0.443,-0.412,-0.267,0
231965,-0.159,0.969,0.063,0.595,0.603,-0.725,0
231964,0,0,0,0,0,0,168
231972,-0.156,0.97,0.062,0.611,0.366,-0.763,0
231982,-0.162,0.966,0.067,0.519,0.542,-0.282,0
231992,-0.159,0.972,0.069,0.588,-0.137,-0.092,0
232014,-0.156,0.966,0.061,0.542,-0.893,0.542,0
232014,0,0,0,0,0,0,151
232022,-0.155,0.965,0.055,0.466,-1.489,0.588,0
232032,-0.155,0.957,0.057,0.611,-1.397,0.573,0
232042,-0.157,0.966,0.059,0.427,-0.588,0.763,0
232064,-0.153,0.968,0.065,1.298,0.519,0.198,0
232064,0,0,0,0,0,0,151
232072,-0.153,0.971,0.067,1.672,0.756,0.366,0
232082,-0.159,0.969,0.066,1.511,0.634,-0.107,0
232092,-0.164,0.967,0.062,1.008,0.687,-0.084,0
232114,0,0,0,0,0,0,158
232114,-0.158,0.975,0.053,1.153,-0.084,0.267,0
232122,-0.164,0.967,0.061,1.099,-0.947,0.061,0
232132,-0.158,0.971,0.06,0.626,-0.344,-0.061,0
232142,-0.16,0.963,0.06,1.252,-0.29,0.183,0
232164,-0.152,0.971,0.046,1.87,-0.298,0.16,0
232164,0,0,0,0,0,0,150
232172,-0.154,0.974,0.055,1.443,-0.55,0.015,0
232182,-0.155,0.973,0.059,1.397,-0.382,-0.038,0
232192,-0.156,0.969,0.07,0.534,-0.595,-0.328,0
232214,-0.158,0.959,0.052,-0.779,-0.557,0.618,0
232214,0,0,0,0,0,0,146
232222,-0.149,0.967,0.073,0.435,0.053,0.382,0
232232,-0.153,0.962,0.063,1.221,0.168,0.076,0
232242,-0.162,0.957,0.062,2.26,-0.137,0.107,0
232264,0,0,0,0,0,0,146
232264,-0.157,0.964,0.057,1.855,-0.084,0.16,0
232272,-0.154,0.966,0.053,1.618,0.061,0.847,0
232282,-0.157,0.967,0.054,1.115,0.565,0.695,0
232292,-0.161,0.969,0.058,0.534,0.916,0.611,0
232314,-0.162,0.974,0.061,1.718,0.145,0.626,0
232314,0,0,0,0,0,0,144
232322,-0.155,0.972,0.063,2.794,0.321,0.214,0
232332,-0.154,0.974,0.058,2.901,0.015,0.015,0
232342,-0.159,0.979,0.06,1.817,0.382,0.221,0
232364,0,0,0,0,0,0,154
232364,-0.159,0.967,0.069,-0.092,0.985,0.008,0
232372,-0.156,0.963,0.063,-0.298,0.916,-0.221,0
232382,-0.157,0.962,0.06,0.427,0.756,-0.008,0
232392,-0.16,0.957,0.059,1.061,0.412,-0.023,0
232414,0,0,0,0,0,0,154
232414,-0.161,0.968,0.062,1.878,-0.305,0.336,0
232422,-0.162,0.969,0.066,1.763,-0.656,0.214,0
232432,-0.167,0.973,0.066,1.695,-0.565,0.008,0
232442,-0.16,0.978,0.068,0.878,-0.031,-0.023,0
232464,-0.164,0.974,0.059,0.664,0.511,0.313,0
232464,0,0,0,0,0,0,140
232472,-0.16,0.974,0.057,0.038,0.298,0.237,0
232482,-0.153,0.973,0.051,-0.008,-0.069,0.321,0
232492,-0.162,0.974,0.054,-0.328,-0.74,0.687,0
232514,-0.158,0.961,0.064,-1.672,0.595,-0.328,0
232514,0,0,0,0,0,0,137
232522,-0.157,0.959,0.06,-1.198,0.718,-0.206,0
232532,-0.156,0.964,0.065,-0.046,0.389,-0.107,0
232542,-0.162,0.965,0.052,0.74,0.305,0.176,0
232565,-0.157,0.967,0.058,0.74,0.168,0.16,0
232564,0,0,0,0,0,0,143
232572,-0.161,0.969,0.061,0.794,0.031,-0.282,0
232582,-0.155,0.97,0.061,0.55,-0.168,0.053,0
232592,-0.163,0.969,0.062,0.389,0.099,-0.29,0
232614,-0.161,0.971,0.054,-0.748,-0.008,-0.328,0
232614,0,0,0,0,0,0,142
232622,-0.168,0.969,0.06,-1.305,-0.29,0.107,0
232632,-0.16,0.965,0.06,-1.45,-0.42,0.267,0
232642,-0.158,0.966,0.066,-0.802,-0.603,0.427,0
232664,-0.155,0.963,0.059,0,-0.405,0.099,0
232664,0,0,0,0,0,0,143
232672,-0.15,0.965,0.059,0.542,-0.313,0.214,0
232682,-0.159,0.969,0.06,0.519,-0.107,0.015,0
232692,-0.156,0.967,0.066,0.244,0.053,0.053,0
232714,-0.16,0.973,0.073,-0.962,0.038,0.542,0
232714,0,0,0,0,0,0,153
232722,-0.16,0.97,0.061,-0.947,0.305,0.427,0
232732,-0.159,0.971,0.071,-0.573,-0.137,0.351,0
232742,-0.158,0.968,0.065,-0.13,-0.931,0.344,0
232764,0,0,0,0,0,0,154
232764,-0.157,0.964,0.055,-0.466,-0.359,0.015,0
232772,-0.152,0.971,0.063,0.176,-0.084,-0.115,0
232782,-0.156,0.965,0.066,0.305,0.008,-0.26,0
232792,-0.157,0.973,0.076,0.321,0.366,-0.511,0
232814,-0.156,0.972,0.071,0.069,-0.42,0.214,0
232814,0,0,0,0,0,0,165
232822,-0.153,0.973,0.067,-0.183,-0.504,0.092,0
232832,-0.162,0.963,0.06,0.305,-0.855,0.695,0
232842,-0.16,0.964,0.06,0.71,-0.489,0.901,0
232864,-0.161,0.974,0.067,0.786,0.847,0.588,0
232864,0,0,0,0,0,0,170
232872,-0.163,0.967,0.077,0.824,1.397,0.122,0
232882,-0.159,0.975,0.093,0.641,2.046,-0.42,0
232892,-0.16,0.996,0.116,-0.038,3.359,-1.397,0
232914,0,0,0,0,0,0,159
232914,-0.162,0.981,0.043,-7.664,5.718,-3.87,0
232922,-0.155,0.975,0.043,-4.847,3.412,-3.015,0
232932,-0.163,0.963,0.051,-1.069,2.443,-2.496,0
232942,-0.171,0.952,0.046,0.924,1.496,-0.168,0
232964,-0.165,0.971,0.066,0.191,3.718,0.412,0
232964,0,0,0,0,0,0,164
232972,-0.158,0.978,0.033,-2.099,3.252,0.756,0
232982,-0.144,0.959,0.026,-0.145,0.16,0.947,0
232992,-0.149,0.942,0.053,2.725,-1.687,0.74,0
233014,0,0,0,0,0,0,165
233014,-0.167,0.949,0.055,-0.504,-0.939,-0.298,0
233022,-0.164,0.96,0.064,-0.55,-0.763,-0.252,0
233032,-0.165,0.956,0.071,-0.58,-0.198,-0.382,0
233042,-0.165,0.96,0.071,1.206,-1.092,-0.115,0
233064,-0.161,0.954,0.066,2.221,-2.015,1.046,0
233064,0,0,0,0,0,0,169
233072,-0.156,0.964,0.054,2.992,-2.595,1.298,0
233082,-0.156,0.965,0.063,3.145,-2.168,1.977,0
233092,-0.156,0.971,0.068,2.779,-1.58,2.16,0
233114,-0.155,0.986,0.078,2.099,1.313,1.206,0
233114,0,0,0,0,0,0,178
233122,-0.155,0.989,0.067,1.023,1.725,0.687,0
233132,-0.151,0.984,0.057,-1.183,1.496,-0.42,0
233142,-0.154,0.969,0.069,-1.466,0.771,-0.481,0
233164,-0.165,0.958,0.068,-1.252,0.397,-0.489,0
233164,0,0,0,0,0,0,182
233172,-0.159,0.956,0.058,-0.908,0.489,0.008,0
233182,-0.162,0.955,0.064,-0.038,0.733,0.221,0
233192,-0.163,0.959,0.068,1.115,0.885,0.748,0
233214,-0.161,0.962,0.062,1.847,-0.015,0.893,0
233214,0,0,0,0,0,0,194
233222,-0.165,0.972,0.069,0.947,-0.191,0.282,0
233232,-0.157,0.968,0.071,1.42,-0.389,0.115,0
233242,-0.164,0.977,0.071,2.313,-0.458,-0.244,0
233264,-0.161,0.978,0.069,1.122,-0.87,0.237,0
233264,0,0,0,0,0,0,212
233272,-0.162,0.977,0.069,0.015,-0.687,0.214,0
233282,-0.163,0.979,0.064,-0.061,-0.947,0.015,0
233292,-0.153,0.961,0.059,0.542,-1.115,0.137,0
233314,-0.157,0.968,0.065,-0.015,-1.252,0.832,0
233314,0,0,0,0,0,0,253
233322,-0.163,0.967,0.067,0.374,-1.183,0.756,0
233332,-0.158,0.969,0.073,1.305,-0.725,0.626,0
233342,-0.159,0.971,0.072,1.298,-0.534,0.634,0
233364,-0.153,0.971,0.073,0.481,-0.176,0.649,0
233364,0,0,0,0,0,0,325
233372,-0.158,0.972,0.072,0.557,-0.099,0.412,0
233382,-0.16,0.97,0.066,0.496,0.031,0.489,0
233392,-0.154,0.968,0.056,0.45,0.282,0.221,0
233414,-0.161,0.967,0.063,0.527,0.412,-0.366,0
233414,0,0,0,0,0,0,403
233422,-0.16,0.966,0.064,0.351,0.916,-0.13,0
233432,-0.161,0.975,0.072,0.458,0.687,-0.168,0
233442,-0.159,0.978,0.064,0.496,0.435,-0.473,0
233464,-0.154,0.965,0.066,-0.779,-0.321,0.099,0
233464,0,0,0,0,0,0,481
233472,-0.16,0.96,0.069,-0.275,-0.359,0.023,0
233482,-0.156,0.965,0.06,-0.275,0.305,0.122,0
233492,-0.157,0.97,0.064,-0.924,-0.634,0.198,0
233514,0,0,0,0,0,0,579
233514,-0.16,0.987,0.08,0.092,0.412,-0.45,0
233522,-0.158,0.974,0.094,-1.099,0.42,-0.733,0
233532,-0.16,0.989,0.081,-1.229,-0.198,-1.092,0
233542,-0.161,0.962,0.058,0.16,-0.26,-0.779,0
233564,-0.162,0.968,0.055,1.786,-3.252,-0.42,0
233564,0,0,0,0,0,0,665
233572,-0.164,0.969,0.068,2.031,-3.473,0.191,0
233582,-0.158,0.979,0.075,-0.13,-3.397,0.45,0
233592,-0.166,0.98,0.08,-2.137,-4.382,0.069,0
233615,-0.156,0.974,0.094,-0.954,-3.771,0.809,0
233614,0,0,0,0,0,0,727
233622,-0.161,0.969,0.086,1.115,-1.649,0.656,0
233632,-0.149,0.963,0.088,1.473,1.336,-0.786,0
233642,-0.114,0.942,0.059,-0.893,2.527,-1.092,0
233664,0,0,0,0,0,0,809
233665,-0.163,0.956,0.074,-9.366,-2.687,-3.672,0
233672,-0.158,0.924,0.061,-9.206,-1.344,-2.771,0
233682,-0.155,0.912,0.063,-8.099,0.023,-2.405,0
233692,-0.17,0.931,0.109,-8.939,1.802,-1.58,0
233715,-0.17,0.946,0.06,-6.015,5.366,-0.939,0
233714,0,0,0,0,0,0,880
233722,-0.162,0.934,0.06,-1.412,3.763,-0.023,0
233732,-0.152,0.927,0.065,3.489,4.145,0.427,0
233742,-0.153,0.93,0.055,5.244,5.282,0.557,0
233764,-0.16,0.979,0.068,10.458,5.504,0.336,0
233764,0,0,0,0,0,0,902
233772,-0.17,0.989,0.052,10.344,5.45,0.466,0
233782,-0.156,0.984,0.039,8.71,3.595,-0.26,0
233792,-0.155,0.986,0.035,6.947,1.573,-0.473,0
233814,-0.172,0.983,0.069,3.015,-0.458,-2.718,0
233814,0,0,0,0,0,0,932
233822,-0.174,0.979,0.068,0.718,-0.229,-2.885,0
233832,-0.177,0.974,0.068,-0.802,-0.206,-2.863,0
233842,-0.184,0.977,0.068,-1.794,0.992,-2.122,0
233865,-0.181,0.981,0.067,-0.588,1.947,-1.13,0
233864,0,0,0,0,0,0,968
233872,-0.17,0.986,0.066,-0.817,1.855,-0.473,0
233882,-0.165,0.977,0.077,-1.023,1.786,-0.321,0
233892,-0.162,0.979,0.072,-2.137,0.534,0.198,0
233914,0,0,0,0,0,0,990
233914,-0.168,0.974,0.088,-3.992,-1.527,0.687,0
233922,-0.17,0.97,0.09,-3.618,-1.092,0.412,0
233932,-0.174,0.97,0.082,-3.42,-0.618,0.053,0
233942,-0.163,0.968,0.068,-2.435,-1.191,0.389,0
233964,-0.161,0.96,0.055,-0.718,-2.29,0.954,0
233964,0,0,0,0,0,0,1048
233972,-0.161,0.959,0.053,-0.725,-2.725,1.046,0
233982,-0.165,0.964,0.066,-1.069,-1.954,0.519,0
233992,-0.159,0.959,0.075,-2.328,-1.618,-0.145,0
234014,-0.165,0.961,0.084,-0.557,-0.786,-0.046,0
234014,0,0,0,0,0,0,1079
234022,-0.166,0.969,0.088,-1.351,-0.359,0.229,0
234032,-0.163,0.982,0.096,-2.336,-0.832,-0.122,0
234042,-0.161,0.99,0.088,-2.023,-0.947,-0.13,0
234064,-0.166,0.985,0.07,0.031,-1.366,-0.214,0
234064,0,0,0,0,0,0,1077
234072,-0.171,0.977,0.073,-0.595,-1.443,0.16,0
234082,-0.169,0.968,0.072,-1.29,-1.145,0.076,0
234092,-0.165,0.968,0.074,-0.931,-1.252,0.168,0
234114,-0.163,0.962,0.082,1.84,-1.565,0.038,0
234114,0,0,0,0,0,0,1091
234122,-0.166,0.961,0.083,0.687,-1.481,-0.023,0
234132,-0.158,0.959,0.069,-1.427,-0.931,0.092,0
234142,-0.164,0.955,0.067,-2.893,-0.672,0,0
234164,-0.162,0.967,0.083,-0.076,0.183,-0.176,0
234164,0,0,0,0,0,0,1137
234172,-0.167,0.965,0.086,0.687,-0.29,-0.061,0
234182,-0.165,0.966,0.084,0.573,-0.237,-0.023,0
234192,-0.163,0.967,0.073,0.282,-0.817,0.435,0
234214,0,0,0,0,0,0,1169
234214,-0.16,0.959,0.082,0.687,-0.511,0.45,0
234222,-0.159,0.954,0.086,1.397,-0.527,0.122,0
234232,-0.164,0.966,0.076,1.26,0.015,-0.168,0
234242,-0.164,0.966,0.078,1.061,-0.046,-0.26,0
234264,0,0,0,0,0,0,1169
234264,-0.174,0.971,0.079,1.802,0.267,-0.511,0
234272,-0.167,0.972,0.08,0.809,-0.481,-0.137,0
234282,-0.169,0.963,0.078,0.29,-1.237,-0.389,0
234292,-0.17,0.974,0.086,-0.084,-1.321,-0.061,0
234314,-0.156,0.977,0.099,0.534,0.092,0.885,0
234314,0,0,0,0,0,0,1193
234322,-0.167,0.968,0.096,0.321,-0.084,0.901,0
234332,-0.165,0.962,0.096,-0.176,0,0.954,0
234342,-0.16,0.96,0.089,-0.023,0.534,0.763,0
234365,-0.155,0.966,0.073,-0.435,-0.229,-0.328,0
234364,0,0,0,0,0,0,1232
234372,-0.163,0.981,0.081,-1.107,-0.969,-0.336,0
234382,-0.164,0.973,0.094,-2.282,-0.824,-0.618,0
234392,-0.168,0.963,0.086,-2.351,-0.664,-1,0
234415,-0.192,0.97,0.109,-6.992,-4.237,-2.748,0
234414,0,0,0,0,0,0,1257
234422,-0.179,0.962,0.09,-5.344,0.924,-1.611,0
234432,-0.16,0.954,0.07,-0.618,1.13,-1.557,0
234442,-0.166,0.975,0.091,-1.603,-0.603,-2.466,0
234464,0,0,0,0,0,0,1259
234464,-0.166,0.96,0.086,-6.153,-3.725,-2.405,0
234472,-0.18,0.96,0.106,-3.122,-2.298,-1.748,0
234482,-0.18,0.963,0.101,-0.542,-1.137,-1.321,0
234492,-0.174,0.973,0.096,0.504,-0.87,-0.458,0
234515,-0.168,0.973,0.077,1.351,-0.214,-0.55,0
234514,0,0,0,0,0,0,1298
234522,-0.162,0.977,0.085,0.55,-0.55,-0.725,0
234532,-0.174,0.977,0.091,-0.046,-0.435,-0.58,0
234542,-0.174,0.978,0.107,-0.893,0.176,-0.763,0
234564,0,0,0,0,0,0,1319
234565,-0.174,0.969,0.102,-0.763,1.122,-0.817,0
234572,-0.168,0.967,0.091,-0.328,1.153,-0.489,0
234582,-0.173,0.973,0.095,0.046,1.206,-0.756,0
234592,-0.17,0.978,0.097,-1.137,1.267,-0.771,0
234614,0,0,0,0,0,0,1329
234614,-0.17,0.949,0.101,0.771,0.16,-0.427,0
234622,-0.167,0.949,0.094,0.443,0.664,-0.466,0
234632,-0.172,0.96,0.099,0.145,1.26,-0.847,0
234642,-0.168,0.957,0.093,0.137,1.489,-1.611,0
234664,-0.161,0.955,0.093,-0.206,-0.191,-1,0
234664,0,0,0,0,0,0,1374
234672,-0.167,0.956,0.094,-0.664,-1.107,-1.092,0
234682,-0.174,0.979,0.107,-1.229,-1.015,-0.573,0
234692,-0.171,0.977,0.107,-2.198,0.565,-0.649,0
234714,-0.159,0.973,0.114,-3.206,1.802,0.397,0
234714,0,0,0,0,0,0,1388
234722,-0.161,0.984,0.072,-3.748,0.649,0.092,0
234732,-0.159,0.968,0.089,-5.298,-0.588,-0.427,0
234742,-0.158,0.961,0.08,-5.855,-0.924,-0.664,0
234764,-0.175,0.969,0.097,-2.412,-0.496,0.519,0
234764,0,0,0,0,0,0,1397
234772,-0.177,0.963,0.1,-0.336,-0.183,-0.015,0
234782,-0.176,0.953,0.088,0.397,-0.962,0.557,0
234792,-0.174,0.946,0.08,0.229,-1.511,0.969,0
234814,-0.172,0.945,0.087,-0.573,-2.046,0.771,0
234814,0,0,0,0,0,0,1432
234822,-0.17,0.959,0.102,-0.618,-1.321,0.26,0
234832,-0.172,0.959,0.113,-0.733,-0.756,-0.16,0
234842,-0.18,0.968,0.124,0.641,0.969,-0.237,0
234864,-0.168,0.985,0.134,-0.855,2.237,-0.405,0
234864,0,0,0,0,0,0,1448
234872,-0.172,0.984,0.127,-1.252,2.809,-0.771,0
234882,-0.166,0.979,0.112,-1.939,2.527,-0.679,0
234892,-0.157,0.956,0.094,-2.466,1.573,-0.954,0
234915,-0.167,0.956,0.102,-1.664,0.603,-0.481,0
234914,0,0,0,0,0,0,1471
234922,-0.171,0.954,0.093,-1.87,0.198,-0.817,0
234932,-0.172,0.969,0.094,-2.214,0.351,-0.71,0
234942,-0.172,0.973,0.098,-3.084,1.053,-1.244,0
234964,0,0,0,0,0,0,1482
234965,-0.174,0.965,0.097,-2.031,1.481,-0.328,0
234972,-0.174,0.969,0.107,-3.405,1.298,-0.038,0
234982,-0.176,0.969,0.121,-6.046,0.527,-0.046,0
234992,-0.171,0.971,0.127,-8.298,-0.015,-0.107,0
235014,0,0,0,0,0,0,1463
235015,-0.179,0.965,0.107,-6.122,0.794,-0.977,0
235022,-0.178,0.968,0.118,-6.099,1.099,-1.321,0
235032,-0.175,0.963,0.121,-5.794,1.969,-1.71,0
235042,-0.172,0.958,0.106,-4.832,2.45,-1.16,0
235065,-0.161,0.941,0.083,-2.565,0.702,0.382,0
235064,0,0,0,0,0,0,1452
235072,-0.162,0.94,0.079,-0.878,0.221,0.221,0
235082,-0.169,0.952,0.08,-0.145,-0.221,0.321,0
235092,-0.178,0.959,0.097,0.687,0.305,-0.214,0
235115,-0.181,0.958,0.118,-0.748,2.496,-1,0
235114,0,0,0,0,0,0,1450
235122,-0.177,0.951,0.113,-0.359,3.046,-1.008,0
235132,-0.177,0.951,0.109,1.389,2.344,-0.786,0
235142,-0.174,0.953,0.1,1.084,0.832,-0.221,0
235164,-0.182,0.966,0.122,-0.878,-0.786,0.282,0
235164,0,0,0,0,0,0,1476
235172,-0.176,0.965,0.144,-0.107,-0.473,-0.061,0
235182,-0.179,0.962,0.136,0.87,0.466,-0.527,0
235192,-0.183,0.969,0.137,1.397,0.802,-0.641,0
235214,-0.178,0.957,0.112,1.588,0.252,0.092,0
235214,0,0,0,0,0,0,1478
235222,-0.172,0.954,0.112,1.954,-0.015,0.656,0
235232,-0.172,0.961,0.124,2.344,-0.053,1.053,0
235242,-0.169,0.965,0.128,1.221,0.099,1.275,0
235264,-0.173,0.968,0.121,-0.573,1.229,0.153,0
235264,0,0,0,0,0,0,1476
235272,-0.172,0.969,0.118,-0.282,1.366,0.267,0
235282,-0.175,0.96,0.115,-0.168,1.405,0.282,0
235292,-0.171,0.957,0.098,-0.084,1.908,0.466,0
235314,-0.164,0.957,0.096,0.977,1.664,0.718,0
235314,0,0,0,0,0,0,1463
235322,-0.175,0.96,0.115,1.313,1.763,0.611,0
235332,-0.171,0.964,0.118,2.076,2,0.664,0
235342,-0.173,0.963,0.116,1.695,2.168,-0.13,0
235364,-0.183,0.972,0.117,-3.191,-0.023,0.603,0
235364,0,0,0,0,0,0,1465
235372,-0.177,0.966,0.119,-3.626,-0.908,0.802,0
235382,-0.178,0.962,0.117,-3.519,-1.412,0.947,0
235392,-0.176,0.957,0.105,-2.252,-1.786,1.122,0
235414,-0.178,0.946,0.104,0.13,-1.649,0.985,0
235414,0,0,0,0,0,0,1484
235422,-0.181,0.953,0.115,0.191,-1.382,0.176,0
235432,-0.181,0.954,0.132,0.466,-0.611,0.992,0
235442,-0.173,0.97,0.139,0.389,0.046,0.542,0
235464,-0.172,0.969,0.128,-1.183,0.137,0.168,0
235464,0,0,0,0,0,0,1486
235472,-0.173,0.963,0.121,-1.878,-0.13,0,0
235482,-0.163,0.957,0.116,-1.351,-0.351,-0.13,0
235492,-0.168,0.958,0.115,-0.634,-0.893,0.191,0
235514,-0.171,0.953,0.112,0.611,-1.16,0.137,0
235514,0,0,0,0,0,0,1484
235522,-0.185,0.951,0.111,1.595,-1.298,0.267,0
235532,-0.174,0.951,0.119,1.672,-0.221,0.786,0
235542,-0.168,0.958,0.111,1.985,-0.496,0.634,0
235564,0,0,0,0,0,0,1502
235564,-0.173,0.955,0.117,1.031,-0.053,0.282,0
235572,-0.182,0.963,0.121,0.496,0.374,0.481,0
235582,-0.174,0.969,0.119,-0.611,-0.076,-0.076,0
235592,-0.168,0.954,0.119,0.023,-0.947,0.389,0
235615,-0.17,0.961,0.122,2.328,-0.565,0.878,0
235614,0,0,0,0,0,0,1441
235622,-0.172,0.966,0.127,2.16,-0.244,1.214,0
235632,-0.169,0.972,0.131,2.015,0.023,0.718,0
235642,-0.166,0.968,0.122,1.931,0.214,0.275,0
235665,-0.173,0.967,0.116,2.588,0.595,0.061,0
235664,0,0,0,0,0,0,1268
235672,-0.174,0.968,0.127,1.626,0.954,-0.42,0
235682,-0.171,0.96,0.117,1.023,0.985,-0.374,0
235692,-0.176,0.959,0.117,2.145,0.832,-0.076,0
235714,-0.182,0.961,0.104,2.382,0.611,0.29,0
235714,0,0,0,0,0,0,1096
235722,-0.178,0.959,0.117,2.344,0.397,0.626,0
235732,-0.173,0.964,0.115,1.557,0.687,0.313,0
235742,-0.175,0.961,0.123,1.756,0.595,0.656,0
235764,-0.167,0.972,0.12,2.084,-0.344,0.656,0
235764,0,0,0,0,0,0,928
235772,-0.177,0.97,0.123,1.389,-0.817,0.794,0
235782,-0.173,0.962,0.115,0.786,-0.405,0.969,0
235792,-0.168,0.967,0.115,1.183,-0.099,0.466,0
235815,-0.169,0.955,0.115,-0.092,0.412,-1.038,0
235814,0,0,0,0,0,0,809
235822,-0.171,0.952,0.115,-0.046,0.45,-1.176,0
235832,-0.174,0.95,0.118,1.061,0.916,-1.053,0
235842,-0.171,0.953,0.118,0.87,1.336,-0.817,0
235864,0,0,0,0,0,0,755
235864,-0.173,0.955,0.119,1.527,-0.16,0.267,0
235872,-0.173,0.962,0.116,1.748,-0.122,0.756,0
235882,-0.175,0.968,0.114,1.282,-0.687,0.595,0
235892,-0.173,0.965,0.115,1.244,-0.71,0.824,0
235914,0,0,0,0,0,0,688
235914,-0.173,0.969,0.114,1.405,-0.656,1.038,0
235922,-0.168,0.968,0.116,1.061,-0.817,1.221,0
235932,-0.171,0.968,0.116,2.183,-0.756,0.687,0
235942,-0.172,0.967,0.111,1.649,-0.252,0.855,0
235964,-0.173,0.962,0.107,-0.916,-0.55,0.198,0
235964,0,0,0,0,0,0,617
235972,-0.17,0.954,0.12,-1.122,-0.107,-0.275,0
235982,-0.171,0.952,0.117,0.305,0.695,-0.115,0
235992,-0.176,0.959,0.108,1.901,0.664,-0.542,0
236014,-0.176,0.951,0.118,0.16,0.229,0.878,0
236014,0,0,0,0,0,0,566
236022,-0.164,0.957,0.129,-0.038,0.305,1,0
236032,-0.169,0.959,0.126,2.16,0.053,0.504,0
236042,-0.168,0.954,0.122,3.771,0.794,1.046,0
236064,-0.171,0.974,0.109,1.511,0.626,0.13,0
236064,0,0,0,0,0,0,534
236072,-0.171,0.962,0.106,-0.351,0.435,-0.344,0
236082,-0.166,0.961,0.112,-0.183,0.214,-0.481,0
236092,-0.167,0.959,0.112,1.672,0.344,-0.58,0
236114,-0.176,0.968,0.11,0.45,-0.16,0.427,0
236114,0,0,0,0,0,0,482
236122,-0.169,0.958,0.105,0.275,0.046,0.649,0
236132,-0.171,0.961,0.117,0.863,0.405,0.771,0
236142,-0.173,0.974,0.122,0.947,0.573,1.069,0
236165,-0.172,0.958,0.12,-0.115,-0.168,0.427,0
236164,0,0,0,0,0,0,439
236172,-0.171,0.96,0.121,0.359,0.267,0.427,0
236182,-0.173,0.962,0.119,0.573,0.198,0.42,0
236192,-0.174,0.957,0.117,0.718,-0.015,0.282,0
236214,-0.175,0.954,0.107,1.351,-0.023,-0.137,0
236214,0,0,0,0,0,0,401
236222,-0.177,0.958,0.104,1.427,0.412,-0.061,0
236232,-0.174,0.964,0.106,1.26,0.252,0.214,0
236242,-0.169,0.966,0.112,0.107,0.031,0.595,0
236265,-0.169,0.96,0.11,0.282,-0.313,0.817,0
236264,0,0,0,0,0,0,358
236272,-0.17,0.963,0.109,0.42,0.038,1.061,0
236282,-0.169,0.962,0.11,1.366,0.191,0.901,0
236292,-0.175,0.97,0.108,1.137,0.45,0.863,0
236314,-0.174,0.964,0.103,0.649,-0.511,0.153,0
236314,0,0,0,0,0,0,327
236322,-0.167,0.96,0.104,0.916,-1.031,0.183,0
236332,-0.174,0.964,0.108,0.863,-1.053,0.481,0
236342,-0.174,0.966,0.114,0.26,-0.382,0.466,0
236364,-0.173,0.968,0.121,0.565,-0.183,0.542,0
236364,0,0,0,0,0,0,295
236372,-0.169,0.961,0.122,0.267,0.176,0.573,0
236382,-0.172,0.962,0.117,0.374,-0.405,0.13,0
236392,-0.162,0.956,0.105,1.458,-0.221,0.053,0
236414,-0.171,0.964,0.107,0.137,-0.733,0.069,0
236414,0,0,0,0,0,0,286
236422,-0.166,0.964,0.119,-0.55,-0.618,0.214,0
236432,-0.168,0.962,0.122,0.122,0.023,0.443,0
236442,-0.171,0.958,0.115,0.992,-0.183,0.496,0
236464,-0.171,0.956,0.107,1.756,-0.382,1.046,0
236464,0,0,0,0,0,0,264
236472,-0.169,0.969,0.103,2.305,-0.588,0.916,0
236482,-0.17,0.969,0.108,2.489,-0.214,0.214,0
236492,-0.162,0.979,0.115,2.191,0.137,0.13,0
236514,-0.171,0.967,0.112,0.008,0.977,-1.656,0
236514,0,0,0,0,0,0,246
236522,-0.17,0.962,0.116,0.008,0.916,-1.656,0
236532,-0.173,0.963,0.111,0.702,0.603,-1.282,0
236542,-0.172,0.961,0.106,0.985,-0.046,-1.061,0
236564,-0.173,0.953,0.108,0.015,-1.099,0.168,0
236564,0,0,0,0,0,0,252
236572,-0.167,0.953,0.115,0.557,-1.496,0.511,0
236582,-0.169,0.96,0.121,1.237,-1.763,0.901,0
236592,-0.164,0.958,0.119,1.748,-1.489,0.901,0
236614,-0.166,0.964,0.104,1.87,-0.656,0.397,0
236614,0,0,0,0,0,0,233
236622,-0.169,0.965,0.107,1.947,-0.802,0.191,0
236632,-0.168,0.967,0.114,1.847,-0.435,0.252,0
236642,-0.174,0.967,0.117,1.298,0.252,0.221,0
236664,0,0,0,0,0,0,200
236664,-0.168,0.967,0.11,1.229,0.45,0.359,0
236672,-0.164,0.961,0.106,1.405,0.321,0.206,0
236682,-0.167,0.963,0.108,1.382,0.344,0.328,0
236692,-0.163,0.958,0.108,0.74,0.137,-0.122,0
236714,-0.168,0.971,0.114,0.481,-0.168,-0.382,0
236714,0,0,0,0,0,0,200
236722,-0.166,0.965,0.118,0.076,-0.191,-0.481,0
236732,-0.168,0.963,0.121,0.511,0.084,-0.725,0
236742,-0.174,0.966,0.116,1.458,0.824,-0.13,0
